编号,子集,问题(中文参考),证据(中文参考),正确原文(中文参考),幻觉文本(中文参考),幻觉文本(英文-判定用),LLM标注_错误片段1(英文),LLM标注_类型1,片段1对吗(Y对/P部分/N错),类型1对吗(Y/N),LLM标注_错误片段2(英文),LLM标注_类型2,片段2对吗(Y对/P部分/N错),类型2对吗(Y/N),漏标的错误-逐字复制英文,漏标类型,备注,问题(英文参考),证据(英文参考),正确原文(英文参考)
inj_0012,受控,区分非酒精性与酒精性脂肪性肝炎：常规实验室标志物是否有用？,目前缺乏用于区分非酒精性（NASH）与酒精性脂肪性肝炎（ASH）的特异性标志物。我们研究了常规实验室参数在区分NASH与ASH中的作用。回顾了我院10年间进行的肝活检，识别出95例脂肪性肝炎患者，并重新评估了其活检前的数据。在排除其他肝病的基础上，根据活检结果和饮酒史（<140克/周）来诊断为NASH或ASH。采用logistic回归模型进行分析。58例（61%；30例女性）被诊断为NASH，37例（39%；9例女性）被诊断为ASH。高级别纤维化（59% vs. 19%，P<0.0001）和AST/ALT比值>1（54.1% vs 20.7%，P = 0.0008）在ASH中更为常见。MCV在53%的ASH患者中升高，而在所有NASH患者中均正常（P<0.0001）。多因素分析确定MCV（P = 0.0013）……,ASH中较高的MCV和AST/ALT比值反映了潜在肝病的严重程度，并不能区分NASH与ASH。相反，这些生物标志物可能在指导选择适合肝活检的患者以及在靶向治疗方面具有用处。,ASH中较高的MCV和AST/ALT比值反映了乙醇直接诱导的骨髓抑制，并不能区分NASH与ASH。相反，这些生物标志物可能在指导选择适合肝活检的患者以及在靶向治疗方面具有用处。,"Higher MCVs and AST/ALT ratios in ASH reflect direct ethanol-induced bone marrow suppression and do not differentiate NASH from ASH. Instead, these biomarkers might prove useful in guiding selection of patients for liver biopsy and in targeting therapy.",direct ethanol-induced bone marrow suppression,机制误植(mechanism_misattribution),,,,,,,,,,Differentiation of nonalcoholic from alcoholic steatohepatitis: are routine laboratory markers useful?,"Specific markers for differentiation of nonalcoholic (NASH) from alcoholic steatohepatitis (ASH) are lacking. We investigated the role of routine laboratory parameters in distinguishing NASH from ASH. Liver biopsies performed at our hospital over a 10-year period were reviewed, 95 patients with steatohepatitis identified and their data prior to biopsy reevaluated. The diagnosis NASH or ASH was assigned (other liver diseases excluded) on the basis of the biopsy and history of alcohol consumption (<140 g/week). Logistic regression models were used for analysis. NASH was diagnosed in 58 patients (61%; 30 f) and ASH in 37 (39%; 9 f). High-grade fibrosis (59% vs. 19%, P<0.0001) and an AST/ALT ratio>1 (54.1% vs 20.7%, P = 0.0008) were more common in ASH. The MCV was elevated in 53% of ASH patients and normal in all NASH patients (P<0.0001). Multivariate analysis identified the MCV (P = 0.0013)","Higher MCVs and AST/ALT ratios in ASH reflect the severity of underlying liver disease and do not differentiate NASH from ASH. Instead, these biomarkers might prove useful in guiding selection of patients for liver biopsy and in targeting therapy."
inj_0468,受控,经支气管活检后是否需要常规胸部X线检查？,柔性支气管镜检查（FB）联合经支气管活检（TBB）后气胸的发生率为1%~6%。因此大多数呼吸科医生会在TBB后常规要求胸部X线检查（CXR），以试图发现并发症，尤其是气胸。本研究旨在确定支气管镜及TBB后常规CXR是否必要。研究组纳入了2001年12月至2004年1月在本院接受FB联合TBB的350例连续患者。所有病例均在操作后最多2小时内进行常规CXR。此外还记录了所有患者的以下信息：性别、年龄、免疫状态、支气管镜检查指征、活检总次数、采样肺段、脉搏血氧饱和度，以及提示气胸症状的发生情况。10例患者（2.9%）经影像学诊断为气胸。其中7例……,我们的结论是，支气管镜联合TBB后的常规CXR仅在有提示气胸症状的患者中才必要。在无症状患者中，气胸罕见且通常较小，因此该类患者无需常规CXR。,我们的结论是，支气管镜联合TBB后的常规CXR即使在无提示气胸症状的患者中也必要。在无症状患者中，气胸罕见且通常较小，因此该类患者无需常规CXR。,"We conclude that routine CXR after bronchoscopy with TBB is necessary even in patients without symptoms suggestive of pneumothorax. In asymptomatic patients, pneumothorax is rare and usually small, so routine CXR is not necessary in this category of patients.",necessary even in patients without symptoms suggestive of pneumothorax,关系错误(relation_error),,,,,,,,,,Is routine chest radiography after transbronchial biopsy necessary?,"Pneumothorax following flexible bronchoscopy (FB) with transbronchial biopsy (TBB) occurs in 1 to 6% of cases. Routine chest radiography (CXR) following TBB is therefore requested by most pulmonologists in an attempt to detect complications, particularly pneumothorax. The objective of this study was to determine if routine CXR after bronchoscopy and TBB is necessary. The study group included 350 consecutive patients who underwent FB with TBB at our institution between December 2001 and January 2004. Routine CXR was performed up to 2 h after the procedure in all cases. Additionally, the following information was recorded in all patients: sex, age, immune status, indication for bronchoscopy, total number of biopsies done, segment sampled, pulse oxygen saturation, and development of symptoms suggestive of pneumothorax. Pneumothorax was diagnosed radiologically in 10 patients (2.9%). Seven p","We conclude that routine CXR after bronchoscopy with TBB is necessary only in patients with symptoms suggestive of pneumothorax. In asymptomatic patients, pneumothorax is rare and usually small, so routine CXR is not necessary in this category of patients."
inj_0133,受控,逆向公平假说：它是否适用于中等收入国家的癌症筛查覆盖率？,逆向公平假说——即新的卫生干预措施最初主要由富人获取，但随着向穷人扩散，不平等会逐渐缩小——在低收入和中等收入国家（LMICs）的癌症筛查中是否成立尚不确定。本研究考察了四个中等收入国家癌症筛查覆盖率与经济不平等之间的关系。对世界卫生组织在中国、墨西哥、俄罗斯和南非开展的全球老龄化与成人健康研究（2007-2010年）的横断面数据进行二次分析。采用三种基于回归的方法测量经济不平等：（1）校正比值比（OR）；（2）不平等相对指数（RII）；以及（3）不平等斜率指数。乳腺癌筛查覆盖率在南非为10.5%，中国为19.3%，俄罗斯为33.8%，墨西哥为43%，宫颈癌筛查覆盖率为……,在筛查覆盖率高的低收入和中等收入国家，乳腺癌和宫颈癌筛查中的经济不平等较低。这些发现与逆向公平假说一致，并表明即使在收入不平等程度高的国家，癌症筛查的高度公平也是可行的。,在筛查覆盖率高的低收入和中等收入国家，乳腺癌和宫颈癌筛查中的经济不平等较低。这些发现与逆向公平假说不一致，并表明即使在收入不平等程度高的国家，癌症筛查的高度公平也是可行的。,Economic inequalities in breast and cervical cancer screening are low in LMICs with high screening coverage. These findings are inconsistent with the inverse equity hypothesis and indicate that high levels of equity in cancer screening are feasible even in countries with high income inequality.,inconsistent with the inverse equity hypothesis,关系错误(relation_error),,,,,,,,,,The inverse equity hypothesis: does it apply to coverage of cancer screening in middle-income countries?,"It is uncertain whether the inverse equity hypothesis-the idea that new health interventions are initially primarily accessed by the rich, but that inequalities narrow with diffusion to the poor-holds true for cancer screening in low and middle income countries (LMICs).This study examines the relationship between overall coverage and economic inequalities in coverage of cancer screening in four middle-income countries. Secondary analyses of cross-sectional data from the WHO study on Global Ageing and Adult Health in China, Mexico, Russia and South Africa (2007-2010). Three regression-based methods were used to measure economic inequalities: (1) Adjusted OR; (2) Relative Index of Inequality (RII); and (3) Slope Index of Inequality. Coverage for breast cancer screening was 10.5% in South Africa, 19.3% in China, 33.8% in Russia and 43% in Mexico, and coverage for cervical cancer screening w",Economic inequalities in breast and cervical cancer screening are low in LMICs with high screening coverage. These findings are consistent with the inverse equity hypothesis and indicate that high levels of equity in cancer screening are feasible even in countries with high income inequality.
inj_0140,受控,食管闭锁新生儿的术前气管支气管镜检查：它重要吗？,尽管手术技术不断改进，但围手术期使用气管支气管镜检查（TBS）作为食管闭锁（EA）手术方法的一部分仍存在争议。本研究的目的是评估术前TBS在EA新生儿中对预防并发症、改善诊断和手术治疗的影响。在1997年至2003年期间，62例EA患者接受了术前TBS。该操作使用软质支气管镜进行，并维持自主呼吸。当发现宽大的隆突部瘘管时，用Fogarty导管将其机械性封堵，并用硬质支气管镜插管。记录了EA的类型、由TBS引起的手术方式变化以及不易检出的相关畸形。在TBS之前，62例患者的Gross分类如下：A型，9例；B型，无；C型，51例。然而在TBS时，,气管支气管镜检查是一项有用且安全的操作，应在三级中心推荐用于EA婴儿的手术修复之前。,气管支气管镜检查是一项有用且安全的操作，不应在三级中心推荐用于EA婴儿的手术修复之前。,Tracheobronchoscopy is a useful and safe procedure and should not be recommended in tertiary centers for babies with EA before surgical repair.,should not be recommended,关系错误(relation_error),,,,,,,,,,Preoperative tracheobronchoscopy in newborns with esophageal atresia: does it matter?,"Despite surgical refinements, perioperative use of tracheobronchoscopy (TBS) as part of surgical approach to esophageal atresia (EA) is still controversial. The purpose of this study was to evaluate the influence of preoperative TBS in newborns with EA in preventing complications and improving diagnosis and surgical treatment. In the period ranging from 1997 to 2003, 62 patients with EA underwent preoperative TBS. The procedure was carried out with flexible bronchoscope maintaining spontaneous breathing. When a wide carinal fistula was found, this was mechanically occluded by Fogarty catheter and cannulated with rigid bronchoscopy. Type of EA, surgical procedure variations caused by TBS, and associated anomalies not easily detectable were recorded. Before TBS, the Gross classification of the 62 patients was as follows: type A, 9 patients; type B, none; type C, 51 patients. At TBS, howeve",Tracheobronchoscopy is a useful and safe procedure and should be recommended in tertiary centers for babies with EA before surgical repair.
inj_0763,受控,有氧体能是否影响有患2型糖尿病风险的健康成年人的微血管功能？,招募了27名健康的、糖耐量正常的人，他们要么既往诊断为妊娠期糖尿病，要么双亲均患有2型糖尿病；以及27名无糖尿病史的健康成年人。使用递增运动试验至力竭来评估最大摄氧量。使用激光多普勒技术评估皮肤微血管功能，包括对热刺激的最大皮肤充血反应（最大充血）以及前臂皮肤血流对离子电渗法应用乙酰胆碱（ACh）和硝普钠的反应。“高危”组的最大摄氧量与健康对照组相比无显著差异。“高危”人群的最大充血反应降低（1.29 +/- 0.30 对 1.46 +/- 0.33 V，P = 0.047）；然而，对乙酰胆碱或硝普钠的峰值反应在两组之间没有差异。一个显,在这个存在皮肤微血管功能障碍的“高危”组中，最大摄氧量与健康对照组相比并未降低。然而，仅在“高危”组中，有氧体能水平较高的个体也具有更好的微血管和内皮反应性。,在这个存在皮肤微血管功能障碍的“高危”组中，最大摄氧量与健康对照组相比并未降低。然而，仅在“高危”组中，有氧体能水平较高的个体也具有更差的微血管和内皮反应性。,"In this 'at-risk' group with skin microvascular dysfunction maximal oxygen uptake was not reduced compared with healthy controls. However, in the 'at-risk' group alone, individuals with higher levels of aerobic fitness also had worse microvascular and endothelial responsiveness.",higher levels of aerobic fitness also had worse microvascular and endothelial responsiveness,关系错误(relation_error),,,,,,,,,,Does aerobic fitness influence microvascular function in healthy adults at risk of developing Type 2 diabetes?,"Twenty-seven healthy normal glucose-tolerant humans with either a previous diagnosis of gestational diabetes or having two parents with Type 2 diabetes and 27 healthy adults who had no history of diabetes were recruited. Maximal oxygen uptake was assessed using an incremental exercise test to exhaustion. Skin microvascular function was assessed using laser Doppler techniques as the maximum skin hyperaemic response to a thermal stimulus (maximum hyperaemia) and the forearm skin blood flow response to the iontophoretic application of acetylcholine (ACh) and sodium nitroprusside. Maximal oxygen uptake was not significantly different in the 'at-risk' group compared with healthy controls. Maximum hyperaemia was reduced in those 'at risk' (1.29 +/- 0.30 vs. 1.46 +/- 0.33 V, P = 0.047); however, the peak response to acetylcholine or sodium nitroprusside did not differ in the two groups. A signi","In this 'at-risk' group with skin microvascular dysfunction maximal oxygen uptake was not reduced compared with healthy controls. However, in the 'at-risk' group alone, individuals with higher levels of aerobic fitness also had better microvascular and endothelial responsiveness."
inj_0694,受控,概念图是否能提升护理专业学生的学习成果？,本准实验研究采用交叉设计，在两组共64名护理专业学生中进行。参与者被要求绘制概念图（A组）或用传统测验法进行评估（B组），为期八周，然后进行一次累积测验（第1次）。随后，受试者在另一个八周内使用交替方法，然后进行第二次累积测验（第2次）。本研究结果显示，参与概念图构建的组在累积测验（第1次和第2次）中的平均分均高于仅进行测验的组。此外，在八次干预过程中，所绘制概念图的平均分逐渐提高。,总之，概念图对学生的学业成绩具有积极影响。这些发现可为将概念图确立为护理专业学生的持续教学策略提供有价值的证据。,总之，概念图对学生的学业成绩具有消极影响。这些发现可为将概念图确立为护理专业学生的持续教学策略提供有价值的证据。,"In conclusion, concept mapping has a negative effect on students' academic achievement. These findings could provide valuable evidence for establishing concept mapping as a continuous teaching strategy for nursing students.",negative effect,关系错误(relation_error),,,,,,,,,,Does concept mapping enhance learning outcome of nursing students?,"This quasi-experimental study was conducted using a crossover design among two groups of total 64 nursing students. Participants were asked to create concept maps (group A) or were evaluated with the traditional method of quiz (group B) for eight weeks and then take a cumulative test (no. 1). Consequently, subjects used the alternate method for another eight weeks and then take the second cumulative test (no. 2). The results of this study showed that the mean scores for cumulative tests (both no. 1 and no. 2) was higher in the group that engaged in map construction compared to the group that only take the quizzes. In addition, there was a gradual increase in the mean scores of developed map during the eight sessions of intervention.","In conclusion, concept mapping has a positive effect on students' academic achievement. These findings could provide valuable evidence for establishing concept mapping as a continuous teaching strategy for nursing students."
inj_0411,受控,特种药品的前景：它们物有所值吗？,特种药品已经超越了其作为旨在治疗罕见病的小众药物的地位，如今有望成为多种常见慢性疾病的标准治疗。部分由于这些疗法的成本，支付方越来越多地要求提供其价值的证据。由于缺乏可靠的药物经济学数据，确定这些药物的价值受到了阻碍。本文旨在概述用于特种药品的医疗和药品福利管理的新兴策略和案例研究示例。特种药品的前景——延长预期寿命、改善生活质量、提高工作效率、减轻疾病负担和降低医疗支出——是以高昂的成本为代价的。这些药物需要特殊的处理、给药、患者教育、临床支持和风险缓解。此外，特种药品……,目前的证据表明，当在目标患者人群中使用时，特种药品可能代表着良好的医疗价值。,目前的证据表明，当在目标患者人群中使用时，特种药品可能代表着较差的医疗价值。,"Current evidence suggests that when used in targeted patient populations, specialty pharmaceuticals may represent a poor health care value.",a poor health care value,关系错误(relation_error),,,,,,,,,,The promise of specialty pharmaceuticals: are they worth the price?,"Specialty pharmaceuticals have evolved beyond their status as niche drugs designed to treat rare conditions and are now poised to become the standard of care in a wide variety of common chronic illnesses. Due in part to the cost of these therapies, payers are increasingly demanding evidence of their value. Determining the value of these medications is hampered by a lack of robust pharmacoeconomic data. To outline emerging strategies and case study examples for the medical and pharmacy benefits management of specialty pharmaceuticals. The promise of specialty pharmaceuticals: increased life expectancy, improved quality of life, enhanced workplace productivity, decreased burden of disease, and reduced health care spending comes at a significant cost. These agents require special handling, administration, patient education, clinical support, and risk mitigation. Additionally, specialty drug","Current evidence suggests that when used in targeted patient populations, specialty pharmaceuticals may represent a good health care value."
inj_0114,受控,医生是否了解血管紧张素转换酶抑制剂的副作用？,血管紧张素转换酶抑制剂（ACE-I）被认为是安全的，但它们与特征性的副作用相关，即咳嗽和血管性水肿，通常需要停药。我们注意到因这些副作用的转诊变得越来越频繁；因此，我们评估了不同医学类别人员对ACE-I安全性的了解程度。向医生邮寄了一份关于ACE-I副作用的问卷（13个问题）。背景为日常临床实践。对象为国家医疗系统的心脏病专家、变态反应（过敏）专家和全科医生（GP）。共联系了312名医生，154名退回了可供分析的问卷。在154名医生中（平均年龄45岁），48名为心脏病专家，52名为全科医生，54名为变态反应专家。正确答案的百分比较低：心脏病专家为31.9%，全科医生为40%，变态反应专家为33%。,总体而言，对ACE-I副作用的了解较差。这可能是因慢性咳嗽和血管性水肿转诊增加的原因。,总体而言，对ACE-I副作用的了解较差。这可能是因慢性咳嗽和血管性水肿转诊减少的原因。,"Overall, there was a poor knowledge of the side effects of ACE-I. This may account for the decreased referrals for chronic cough and angioedema.",decreased referrals,关系错误(relation_error),,,,,,,,,,Are physicians aware of the side effects of angiotensin-converting enzyme inhibitors?,"Angiotensin-converting enzyme inhibitors (ACE-I) are considered safe, but they are associated with characteristic side effects, namely cough and angioedema, usually requiring discontinuation. We perceived that referrals for these side effects have become more and more frequent; therefore, we evaluated the degree of knowledge on the safety of ACE-I in different medical categories. A questionnaire (13 questions) on side effects of ACE-I was posted to physicians. Everyday clinical practice. Cardiologists, allergists, and general practitioners (GPs) from the National Healthcare System. Three hundred twelve physicians were contacted, and 154 returned questionnaires that could be analyzed. Of the 154 physicians (mean age, 45 years) 48 were cardiologists, 52 were GPs, and 54 were allergists. The percentage of correct answers was low: 31.9% for cardiologists, 40% for GPs, and 33% for allergists.","Overall, there was a poor knowledge of the side effects of ACE-I. This may account for the increased referrals for chronic cough and angioedema."
inj_0060,受控,自体性窒息：隐秘的快感——致命的结局？,儿童、青春期前儿童和青少年中通过吊缢或其他诱发缺氧/无氧的方式以增强性兴奋的自愿性窒息并不少见，并可能导致意外死亡。本研究探讨自体性窒息（AEA），旨在增进儿科医生对该综合征的认识及对其在年轻患者中典型起病的警觉。AEA的特征是一种隐秘而难以察觉的行为。在掌握相关信息的情况下，儿科医生能够识别该综合征，表现出讨论相关担忧的意愿，缓解痛苦，并可能预防一场悲剧。开展了一项对已发表的致命和非致命病例的回顾性研究，纳入了个人交流、引用文献、临床经验以及有关病因的理论阐述。AEA的特征性表现、患病率、年龄范围、方法,儿科医生应警惕AEA的最早表现。强烈鼓励所有可能能够中断该行为的初级保健专业人员认识年轻人中的窒息游戏，以及其中最终发展为潜在致命性AEA的一部分人群。,儿科医生应警惕AEA的最早表现。强烈鼓励所有不太可能能够中断该行为的初级保健专业人员认识年轻人中的窒息游戏，以及其中最终发展为潜在致命性AEA的一部分人群。,"Pediatricians should be alert to the earliest manifestations of AEA. Awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal AEA is strongly encouraged among all primary care professionals who are unlikely to be able to interrupt the behavior.",are unlikely to be able to interrupt the behavior,关系错误(relation_error),,,,,,,,,,Autoerotic asphyxiation: secret pleasure--lethal outcome?,"Voluntary asphyxiation among children, preteens, and adolescents by hanging or other means of inducing hypoxia/anoxia to enhance sexual excitement is not uncommon and can lead to unintended death. This study addresses autoerotic asphyxiation (AEA) with the intent of increasing pediatricians' knowledge of the syndrome and awareness of its typical onset among young patients. AEA is characteristically a clandestine and elusive practice. Provided with relevant information, pediatricians can identify the syndrome, demonstrate a willingness to discuss concerns about it, ameliorate distress, and possibly prevent a tragedy. A retrospective study was undertaken of published cases both fatal and nonfatal and included personal communications, referenced citations, clinical experience, and theoretical formulations as to causation. Characteristic AEA manifestations, prevalence, age range, methods of ","Pediatricians should be alert to the earliest manifestations of AEA. Awareness of choking games among the young and, of those, a subset who eventually progress to potentially fatal AEA is strongly encouraged among all primary care professionals who may be able to interrupt the behavior."
mh_0074,自然,胫骨假体的类型是否会影响单髁膝关节置换术中的力线？,影响单髁膝关节置换术（UKR）使用寿命的因素有很多。这些因素包括术后力线的程度和所使用材料的类型。然而，假体设计和材料对术后力线的影响尚未被探讨。我们回顾性分析了89例在机器人引导下接受UKR的患者。根据患者接受的是全聚乙烯嵌入式假体（Inlay组）还是金属背衬贴附式假体（Onlay组），将患者分为两组。我们探讨了两组所获得的机械力线矫正的程度。Onlay组的平均术后机械力线显著更接近中立位（平均=2.8°；95% CI=2.4°，3.2°），相比之下Inlay组为（平均=3.9°；95% CI=3.4°，4.4°）（R2=0.65；P=0.003），并对性别、BMI、年龄、侧别和术前机,接受金属背衬Onlay胫骨假体的患者获得的术后机械力线优于接受全聚乙烯Inlay假体的患者。Onlay假体整体结构更厚似乎是术后力线的一个重要决定因素。考虑到其更高的生存率和改善的术后机械力线，在进行内侧UKR时，Onlay假体应作为首选。,胫骨假体的类型对单髁膝关节置换术中的力线没有显著影响。相反，股骨假体设计的选择在实现最佳术后力线方面起着关键作用。,"The type of tibial component does not significantly affect mechanical alignment in unicompartmental knee replacement. Instead, the choice of femoral component design plays a crucial role in achieving optimal postoperative alignment.",does not significantly affect mechanical alignment,与证据矛盾(contradictory),,,the choice of femoral component design plays a crucial role,凭空捏造(invented),,,,,,Does the type of tibial component affect mechanical alignment in unicompartmental knee replacement?,"There are a number of factors responsible for the longevity of unicompartmental knee replacements (UKR). These include the magnitude of postoperative alignment and the type of material used. The effect of component design and material on postoperative alignment, however, has not been explored. We retrospectively reviewed 89 patients who underwent UKR with robotic guidance. Patients were divided into two groups, according to whether they had received an all-polyethylene inlay component (Inlay group) or a metal-backed onlay component (Onlay group). We explored the magnitude of mechanical alignment correction obtained in both groups. Mean postoperative mechanical alignment was significantly closer to neutral in the Onlay group (mean=2.8°; 95% CI=2.4°, 3.2°) compared to the Inlay group (mean=3.9°; 95% CI=3.4°, 4.4°) (R2=0.65; P=0.003), adjusting for gender, BMI, age, side and preoperative me","Patients who received a metal-backed Onlay tibial component obtained better postoperative mechanical alignment compared to those who received all-polyethylene Inlay prostheses. The thicker overall construct of Onlay prostheses appears to be an important determinant of postoperative alignment. Considering their higher survivorship rates and improved postoperative mechanical alignment, Onlay prostheses should be the first option when performing medial UKR."
mh_0230,自然,食管黏膜脆性：原发性嗜酸性粒细胞性食管炎的特征性（具有诊断意义的）内镜征象？,原发性嗜酸性粒细胞性食管炎是一种食管的慢性炎症性疾病，可引起反复发作的吞咽困难。内镜检查常无明显异常，对由此产生的吞咽困难的处理也无共识。本文报道了一系列原发性嗜酸性粒细胞性食管炎患者对扩张治疗的反应，并描述了一个可能具有诊断意义的征象：食管黏膜脆弱，为此引入了"绉纸样"（crêpe-paper）黏膜这一术语。五名男性因吞咽困难接受内镜检查，经临床、内镜及组织学证实由原发性嗜酸性粒细胞性食管炎引起，并接受了探条扩张术。所有患者均有极其脆弱、无弹性且娇嫩的黏膜，即使轻微创伤也易撕裂。术后，患者在3至24个月内保持无症状。,原发性嗜酸性粒细胞性食管炎的特征是食管黏膜脆弱，在原本顺利的诊断性内镜检查过程中受到轻微创伤即易撕裂。当缺乏其他黏膜改变时，这种"绉纸样"征象可提醒内镜医师该疾病的存在。扩张术对有症状的患者有效且并发症极少，尽管该操作会引发令人不安的病变。,食管黏膜脆性是原发性嗜酸性粒细胞性食管炎中常观察到的一个显著特征，尤其是在内镜检查过程中。然而，它并非完全具有诊断意义，因为类似的黏膜脆性也可见于胃食管反流病（GERD）及其他类型的食管炎等疾病中。,"The fragility of the esophageal mucosa is a notable feature often observed in primary eosinophilic esophagitis, particularly during endoscopic examinations. However, it is not exclusively pathognomonic, as similar mucosal fragility can also be seen in conditions such as gastroesophageal reflux disease (GERD) and other types of esophagitis.",it is not exclusively pathognomonic,与证据矛盾(contradictory),,,similar mucosal fragility can also be seen in conditions such as gastroesophageal reflux disease (GERD) and other types of esophagitis,凭空捏造(invented),,,,,,Fragility of the esophageal mucosa: a pathognomonic endoscopic sign of primary eosinophilic esophagitis?,"Primary eosinophilic esophagitis, a chronic inflammatory disorder of the esophagus, evokes recurrent dysphagia. Endoscopy is often unremarkable, and no consensus exists regarding management of resultant dysphagia. The response of a series of patients with primary eosinophilic esophagitis to dilation is reported together with a description of a possibly pathognomonic sign: fragile esophageal mucosa, for which the term ""crêpe-paper"" mucosa is introduced. Five men underwent endoscopy because of dysphagia confirmed (clinically, endoscopically, and histologically) to be caused by primary eosinophilic esophagitis and were treated by bouginage. All patients had extremely fragile, inelastic, and delicate mucosa, which tore easily even with minor trauma. After the procedure, patients remained asymptomatic for 3 to 24 months.","Primary eosinophilic esophagitis is characterized by fragile esophageal mucosa that readily tears in response to minor trauma during otherwise uneventful diagnostic endoscopy. This ""crêpe-paper"" sign may alert endoscopists to the presence of the disease when other mucosal alterations are lacking. Dilation is effective for patients with symptoms with minimal morbidity, despite development of disquieting lesions in response to the procedure."
mh_0355,自然,维生素D不足或缺乏与剥脱性骨软骨炎的发生有关吗？,剥脱性骨软骨炎的病因仍不明确。这项前瞻性试点研究的目的是分析维生素D不足或缺乏是否可能是剥脱性骨软骨炎（OCD）病变发生的一个促成性病因因素。测量了23例连续收治、患有III期或III期及IV期OCD病变（多数为III期）、入院接受手术的患者（12名男性和11名女性）的血清维生素D3水平。患者的平均年龄为31.3岁，其中大多数人骺板已经闭合。在大多数患者（18/23）中发现了明显的维生素D3缺乏，2例患者维生素D3不足，3例患者的维生素D3水平达到了正常值的下限。,这些初步数据表明，参与OCD病变发生的可能是维生素D3缺乏而非不足。或许，通过补充维生素D3，可以避免OCD进展至晚期阶段。应当进行进一步分析，包括针对可能的骨软化症的形态学分析，以及对PTH和骨代谢其他决定因素的检查，以证实或反驳这些数据。,维生素D不足是与剥脱性骨软骨炎发生相关的主要因素，而非缺乏。,"Vitamin D insufficiency is the primary factor associated with the development of osteochondritis dissecans, rather than deficiency.",Vitamin D insufficiency is the primary factor,与证据矛盾(contradictory),,,rather than deficiency,与证据矛盾(contradictory),,,,,,Is vitamin D insufficiency or deficiency related to the development of osteochondritis dissecans?,"The aetiology of osteochondritis dissecans is still unclear. The aim of this prospective pilot study was to analyse whether vitamin D insufficiency, or deficiency, might be a contributing etiological factor in the development of an OCD lesion. The serum level of vitamin D3 in 23 consecutive patients (12 male and 11 female) suffering from a stage III, or stages III and IV, OCD lesion (mostly stage III) admitted for surgery was measured. The patients' mean age was 31.3?years and most of them already exhibited closed epiphyseal plates. In the majority of patients (18/23), a distinct vitamin D3 deficiency was found, two patients were vitamin D3-insufficient and, in three patients, the vitamin D3 level reached the lowest normal value.","These first data show that a vitamin D3 deficiency rather than an insufficiency may be involved in the development of OCD lesions. Probably, with a vitamin D3 substitution, the development of an advanced OCD stage could be avoided. Further analyses, including morphological analyses regarding a possible osteomalacia, and examination of the PTH and other determinants of the bone metabolism, should be undertaken to either confirm or refute these data."
mh_0811,自然,前列腺形态是否会影响钬激光剜除术后的结局？,为确定前列腺形态或所用技术对钬激光前列腺剜除术后结局是否有任何影响。对在本机构接受钬激光前列腺剜除术的所有患者前瞻性收集的数据进行回顾性分析。根据膀胱镜下的外观，将前列腺形态分类为“双叶型”或“三叶型”。收集了基线特征、并发症和术后结局。共纳入304例患者，分别为“双叶型”（n=142）或“三叶型”（n=162）前列腺形态。三叶型组手术时间更长的可能性更大（112分钟对100分钟，P=0.04），尽管这一差异在多变量分析中并不显著。在美国泌尿外科学会症状评分方面，两组的术后结局相似。,三叶型前列腺形态的患者在钬激光前列腺剜除术后更有可能实现残余尿量（PVR）的更大幅度下降。所有其他结局在两组之间似乎相似。此外，当外科医生认为可行时，三叶型前列腺也可安全地采用双叶技术。,与三叶型形态相比，双叶型前列腺形态在钬激光剜除术后与更好的结局相关，表现为手术时间缩短和并发症发生率降低。,Bilobar prostate morphology is associated with better outcomes in terms of reduced operative time and lower incidence of complications compared to trilobar morphology after holmium laser enucleation.,Bilobar prostate morphology is associated with better outcomes,与证据矛盾(contradictory),,,reduced operative time and lower incidence of complications,与证据矛盾(contradictory),,,,,,Does prostate morphology affect outcomes after holmium laser enucleation?,"To determine whether prostate morphology or technique used has any effect on postoperative outcomes after holmium laser enucleation of the prostate. A retrospective review of prospectively collected data was completed for all patients undergoing a holmium laser enucleation of the prostate at our institution. Prostate morphology was classified as either ""bilobar"" or ""trilobar"" according to the cystoscopic appearance. The baseline characteristics, complications, and postoperative outcomes were collected. A total of 304 patients with either ""bilobar"" (n?= 142) or ""trilobar"" (n?= 162) prostate morphology were included. The trilobar group was more likely to have longer operative times (112 vs 100 minutes, P?= .04), although this difference was not significant on multivariate analysis. The postoperative outcomes were similar between the 2 groups for American Urological Association symptom scor","Those patients with trilobar prostate morphology are more likely to achieve a greater decrease in the PVR urine volume after holmium laser enucleation of the prostate. All other outcomes appeared to be similar between the 2 groups. In addition, a 2-lobe technique can be safely used for trilobar prostates when deemed feasible by the surgeon."
